dataset,spearman_corr,spearman_p,mse,mae,n_samples
kermut_fold_random_5,0.6188156165359463,3.6138907783609205e-238,0.4999102487286394,0.4333539509450755,2252
kermut_fold_modulo_5,0.6183776769490745,1.9326450978865126e-57,0.597078092573855,0.6228511702527444,532
kermut_fold_random_5,0.6150293552970363,0.0,0.6668155518713215,0.5943867248697479,7800
kermut_fold_modulo_5,0.6146091459047329,2.0594133419405743e-117,0.4308562956892156,0.4696895418428813,1121
kermut_fold_modulo_5,0.613614823461423,0.0,0.6354498323041278,0.6167301173709935,6769
kermut_fold_modulo_5,0.6119769163709043,4.5382296392903194e-197,0.45050817846211466,0.4822530666294984,1914
kermut_fold_modulo_5,0.607798138299873,2.0275841126416463e-127,0.6507424881764294,0.6167082215883719,1253
kermut_fold_modulo_5,0.6027966781509807,0.0,0.431502108666316,0.45986377812408835,4323
kermut_fold_modulo_5,0.6018366881648735,3.3967391097837005e-214,0.6634944200760988,0.6326598046137201,2172
kermut_fold_random_5,0.6007098130602211,8.164721225599417e-245,0.22095558934704365,0.34179803307302364,2497
kermut_fold_modulo_5,0.6002316741397156,7.609002337066033e-136,0.5972096200063235,0.5466816487055435,1380
kermut_fold_random_5,0.5994478807253462,0.0,0.6981854307889852,0.5983181691981292,6809
kermut_fold_random_5,0.5988205288888194,0.0,0.6229806826809492,0.6076049523104353,5345
kermut_fold_modulo_5,0.5937544774340942,7.02903396217951e-156,0.7596762280558383,0.6434343142358282,1630
kermut_fold_modulo_5,0.5918977271136613,0.0,0.6503361159850157,0.6448419409934272,4996
kermut_fold_modulo_5,0.5894709027095607,0.0,0.5052185362620386,0.5409078310653705,7260
kermut_fold_random_5,0.5888605250656065,0.0,0.6839478567590929,0.6160350059571873,6396
kermut_fold_modulo_5,0.5867300594234883,0.0,0.6987404936768148,0.6140038386620161,7800
kermut_fold_modulo_5,0.5850023082948185,2.411794435817224e-34,0.6993476419021344,0.6813540324647632,359
kermut_fold_random_5,0.5849114112143428,0.0,0.7767731199781406,0.3710490021079629,9576
kermut_fold_modulo_5,0.583478539962579,1.7550762005360442e-213,0.653748498264267,0.5629138852103635,2339
kermut_fold_random_5,0.5834715284715285,2.098072575840302e-33,0.40935633047331454,0.49048504792877495,351
kermut_fold_random_5,0.5822967727183922,8.132471822925519e-144,0.6188246295823218,0.5401267865116677,1577
kermut_fold_modulo_5,0.5822763347763347,3.0382180064342386e-33,0.6687886793333513,0.6670590443418803,351
kermut_fold_random_5,0.5785932561876327,4.079209040271514e-192,0.5844404907349752,0.5504614032517638,2147
kermut_fold_modulo_5,0.5714046318961385,0.0,0.5907342571626861,0.5918016368529692,8396
kermut_fold_random_5,0.5712319930654294,5.40920214504679e-79,0.6740377394047069,0.5981842786750878,899
kermut_fold_random_5,0.5680714027932405,1.203019204149345e-93,0.5684062810848759,0.4569856920172786,1084
kermut_fold_modulo_5,0.5679329189254687,2.4826428190780597e-154,0.7134501527054413,0.6563985524302943,1801
kermut_fold_modulo_5,0.5646083395884012,6.300760136649214e-116,0.6212252934344555,0.5724398104750842,1367
kermut_fold_modulo_5,0.5609760546903718,0.0,0.5891758005730928,0.5818061750306306,16749
kermut_fold_modulo_5,0.5556939858424794,1.7467922421585302e-192,0.785378806550479,0.5678098234635426,2374
kermut_fold_random_5,0.5536391068497315,7.071252050681872e-189,0.9621208618784892,0.41835713900831917,2350
kermut_fold_modulo_5,0.5532868995350732,1.4854819764294294e-233,0.5032069900242039,0.4697840643665363,2916
kermut_fold_modulo_5,0.5532761682761682,1.546088899930118e-29,0.5125546031560096,0.5263677437276353,351
kermut_fold_modulo_5,0.5473681308491378,7.926180227781511e-185,0.6467246229643575,0.5786549366088574,2363
kermut_fold_modulo_5,0.54660958231784,0.0,0.6836993754837236,0.6516758628386526,12003
kermut_fold_modulo_5,0.5435291118120643,0.0,0.6838180273491327,0.6411864739276517,5345
kermut_fold_random_5,0.5392944987127934,7.361858123972218e-138,0.8988753580264759,0.5615617653032803,1820
kermut_fold_modulo_5,0.5373774221311993,8.122029471626048e-91,0.6990490022748753,0.6133236701440465,1201
kermut_fold_modulo_5,0.5360975524035146,0.0,0.8269836697919059,0.5723501777911302,14421
kermut_fold_modulo_5,0.5358257770807475,1.7131294579171876e-123,0.6781972050797113,0.5809413657072232,1653
kermut_fold_random_5,0.5315468949181854,0.0,0.6973606928630502,0.5855438215447335,6137
kermut_fold_modulo_5,0.528686497834943,0.0,0.7492804810799305,0.6507640012771132,6396
kermut_fold_random_5,0.5282096236737844,6.549117342899801e-84,0.635979621441286,0.6167794584694194,1154
kermut_fold_random_5,0.5255716697706538,0.0,0.7115016994507759,0.6687016254127228,5689
kermut_fold_modulo_5,0.5176703267789907,4.172385197723309e-80,0.6584254081347718,0.6287762750647313,1154
kermut_fold_modulo_5,0.5174612334397151,0.0,0.5723738448433618,0.559168112991846,13294
kermut_fold_random_5,0.5154806419020757,7.649149845439063e-27,0.688073544350275,0.5676726380602668,375
kermut_fold_modulo_5,0.5137032085561497,0.0022302695898604335,2.468813035402377,0.8746070336969697,33
kermut_fold_modulo_5,0.5113460102376444,0.0,0.7687072588454519,0.6521456570543243,6809
kermut_fold_random_5,0.5087719298245613,0.0013022614003667808,0.5166054499671461,0.4457944829567568,37
kermut_fold_modulo_5,0.5067065641274319,0.0,0.5913332111262422,0.5846270129228951,6917
kermut_fold_modulo_5,0.5048086827890006,0.0,0.7576856464730563,0.68346567311726,9462
kermut_fold_modulo_5,0.4962910939364157,1.7809717518852198e-68,0.6562855423165354,0.534076821042012,1084
kermut_fold_modulo_5,0.4955099966981684,7.455893399966704e-146,0.9711916652991542,0.43412314581671707,2350
kermut_fold_modulo_5,0.4952105284949146,5.862424228424684e-232,0.7171947916694212,0.6378925107520687,3761
kermut_fold_modulo_5,0.49435471071082293,0.0,0.7506513816011482,0.6973362047892793,5689
kermut_fold_modulo_5,0.48671336674736626,0.0,0.7592425861440761,0.6696948900627697,9462
kermut_fold_modulo_5,0.4827699558468357,3.6937168557681245e-130,0.754199827903677,0.6347022762915969,2223
kermut_fold_random_5,0.47837110182140424,7.674700398156613e-96,0.35816394902633564,0.36920664985634394,1663
kermut_fold_random_5,0.4769342260251356,0.0,0.8187566675446523,0.6612354177906362,6963
kermut_fold_random_5,0.47026162834999796,0.0,0.7736830284259574,0.7100015692132197,7217
kermut_fold_modulo_5,0.4685847146178655,2.6051773361781287e-12,0.8556667334478631,0.7730676755681999,200
kermut_fold_modulo_5,0.4661293294002117,0.0,0.7729048368861532,0.6227407314526316,6137
kermut_fold_modulo_5,0.45949946551991455,3.353696615569455e-14,0.892921764000636,0.757156145182449,245
kermut_fold_random_5,0.4591032443114173,1.5765309222639265e-59,0.6265300740349828,0.5722560997235557,1121
kermut_fold_modulo_5,0.45802694635265323,0.0,0.8347146613258373,0.671354643861294,6963
kermut_fold_modulo_5,0.4576050227584962,7.116390190860222e-95,0.9182441419034848,0.5986737645625054,1820
kermut_fold_modulo_5,0.45064471653595956,0.0,0.7940639188560712,0.7263196450034911,7217
kermut_fold_modulo_5,0.4505368842053143,5.272935036661178e-113,0.8727869775988703,0.5874674487258393,2252
kermut_fold_random_5,0.445970269207482,2.3021405464880865e-35,0.718161787366092,0.657082294451363,697
kermut_fold_modulo_5,0.4413035428925375,3.3257020035535904e-80,0.6170355340602456,0.523109152781335,1663
kermut_fold_random_5,0.43073272663273354,7.590603010328934e-15,0.7222721420128682,0.6367327264076431,297
kermut_fold_random_5,0.4240369004407281,4.9211294704465406e-139,0.84201967926655,0.7318451015920779,3181
kermut_fold_modulo_5,0.4233209271386334,2.4182085400298127e-14,0.7219670807269145,0.6417088209632996,297
kermut_fold_modulo_5,0.4183798722412276,0.0,0.9172116099506178,0.4336283115073313,9576
kermut_fold_modulo_5,0.4053169850801454,1.087741022245048e-85,0.8058782979448522,0.6761403174695482,2147
kermut_fold_random_5,0.37480923496905516,0.0,0.9415556615762005,0.5454112582140996,12863
kermut_fold_modulo_5,0.3548163859142821,0.0,0.9323934647505814,0.5517347004442025,12863
kermut_fold_random_5,0.3346262867234093,7.34056595672844e-07,1.7820196852192896,0.5277310935526316,209
kermut_fold_modulo_5,0.3134186818397344,0.058902411636254384,2.3377888037901466,1.1415025961081078,37
kermut_fold_random_5,0.2519116797532444,1.0334450793273362e-117,0.9532925199740778,0.6523837556189084,8117
kermut_fold_random_5,0.24367430860976794,6.458706410185223e-26,0.9287425563894005,0.7595286448719194,1813
kermut_fold_modulo_5,0.23626900779347834,2.2497391227961574e-103,0.9592339996346275,0.6547250910057635,8117
kermut_fold_modulo_5,0.2345541799559613,1.7817085209105504e-15,0.9065035399843561,0.7796562386025869,1121
kermut_fold_modulo_5,0.23264725632318328,0.0006994267168319626,2.623113299486141,0.6959615014772488,209
kermut_fold_modulo_5,0.2049682158755748,0.00733433458974139,1.7854233079070245,0.8132423057764706,170
kermut_fold_modulo_5,0.19372437840668874,8.654878130127583e-17,0.9709471610129153,0.7744910150016326,1813
kermut_fold_modulo_5,0.18391474052817774,0.0057664785316592256,0.9793381197865815,0.8120831438323215,224
kermut_fold_random_5,0.1549386904434827,0.020342848894776742,0.9913669830230024,0.8135482919459822,224
kermut_fold_modulo_5,0.11644696835144869,0.024124875795996144,1.10492897353271,0.7980491965688,375
kermut_fold_random_5,0.11497326203208558,0.5240449377787748,2.3085161907850296,0.9262241598545455,33
kermut_fold_random_5,0.0889421915018987,0.006884615866187655,1.0073814571620958,0.7431828016354664,922
kermut_fold_modulo_5,0.05054679396954353,0.12509754568465117,1.0214657335328785,0.7428985914899023,922
kermut_fold_random_5,0.040174958731082705,0.6051226403834427,1.2601859183423048,0.5708239811339285,168
kermut_fold_modulo_5,0.031620633387057284,0.6840872688121078,1.6251664374382768,0.5892475071483334,168
